open,close,high,low,volume,begin,ticker,target_return_1d,target_direction_1d,target_return_20d,target_direction_20d,diff,weekday
57.545,56.89,58.72,56.505,27269100,2021-05-18,RUAL,-0.0267182281596063,0,-0.0067674459483212,0,1,1
305.01,305.78,306.62,303.33,35496400,2021-05-18,SBER,-0.0287134541173391,0,0.0220092877231996,1,1,1
1400.0,1402.2,1425.8,1394.2,2220239,2021-05-18,NVTK,-0.0065611182427613,0,0.1136785052061046,1,1,1
546.25,540.45,551.0,538.35,5984510,2021-05-18,ROSN,-0.0202608936996947,0,-0.0081413636784163,0,1,1
328.5,333.9,335.0,328.05,6023330,2021-05-18,MTSS,0.0104821802935011,1,0.032345013477089,1,1,1
5165.0,5256.0,5395.0,5153.0,2440218,2021-05-18,MGNT,-0.0056126331811263,0,0.0383371385083712,1,1,1
274.0,273.52,275.7,273.04,189074,2021-05-18,GMKN,-0.0088476162620647,0,-0.0474553963147117,0,1,1
1547.0,1577.45,1586.0,1538.2,221063,2021-05-18,PLZL,-0.0047228121335066,0,-0.0601920821579131,0,1,1
4318.0,4517.0,4538.0,4302.0,138918,2021-05-18,PHOR,-0.0205888864290457,0,0.0936462253708212,1,1,1
113.4,116.15,116.2,112.82,26152140,2021-05-18,ALRS,-0.0068876452862678,0,0.1854498493327592,1,1,1
375.15,377.0,377.95,373.75,1129950,2021-05-18,SIBN,-0.0283819628647215,0,0.1037135278514589,1,1,1
240.75,228.35,242.9,228.0,218991330000,2021-05-18,VTBR,-0.0081015984234726,0,0.0765272607838842,1,1,1
256.1,266.22,268.38,254.54,86426350,2021-05-18,GAZP,-0.0199834723161297,0,0.0244158966268499,1,1,1
174.0,172.65,174.45,170.88,7294560,2021-05-19,MOEX,-0.00961482768607,0,0.0168549087749783,1,1,2
63.815,62.915,64.09,62.1,36784140,2021-05-19,MAGN,0.0394977350393388,1,0.0252721926408645,1,1,2
5969.0,5862.5,5978.0,5767.5,1734941,2021-05-19,LKOH,-0.0258422174840085,0,0.1243496801705756,1,1,2
377.35,366.3,379.5,366.15,1459450,2021-05-19,SIBN,-0.0016380016380016,0,0.1575211575211574,1,1,2
71.0,69.5,71.46,68.22,26232800,2021-05-19,AFLT,0.0083453237410071,1,0.0094964028776978,1,1,2
56.81,55.37,57.99,54.69,32217660,2021-05-19,RUAL,-0.0102943832400216,0,0.0140870507495034,1,1,2
226.0,226.5,237.1,220.55,347106250000,2021-05-19,VTBR,0.0225165562913907,1,0.0679911699779249,1,1,2
1783.8,1767.8,1787.8,1752.8,1471576,2021-05-19,CHMF,0.0255685032243466,1,-0.0601878040502318,0,1,2
304.38,297.0,304.88,295.1,71747950,2021-05-19,SBER,-0.0009427609427608,0,0.0491919191919192,1,1,2
1579.5,1570.0,1592.0,1543.05,184301,2021-05-19,PLZL,0.0020382165605095,1,-0.0668471337579618,0,1,2
1402.2,1393.0,1416.6,1379.0,1647128,2021-05-19,NVTK,-0.0129217516152189,0,0.130940416367552,1,1,2
4550.0,4424.0,4589.0,4381.0,139182,2021-05-19,PHOR,0.0334538878842676,1,0.1335895117540686,1,1,2
116.0,115.35,116.7,114.17,22068740,2021-05-19,ALRS,-0.0042479410489812,0,0.2026007802340703,1,1,2
4669.2,4575.8,4692.6,4515.6,216115,2021-05-19,T,0.0151230385943441,1,0.1928405961799029,1,1,2
5260.5,5226.5,5301.0,5151.0,517005,2021-05-19,MGNT,-0.0125322873816129,0,0.0496508179470007,1,1,2
539.7,529.5,539.7,526.35,4946560,2021-05-19,ROSN,-0.0229461756373937,0,0.02219074598678,1,1,2
263.9,260.9,264.5,256.0,93580930,2021-05-19,GAZP,-0.0066692219241086,0,0.0417784591797625,1,1,2
273.5,271.1,273.74,268.08,310746,2021-05-19,GMKN,0.0016967908520839,1,-0.0533382515676873,0,1,2
334.0,337.4,337.7,332.5,5512150,2021-05-19,MTSS,-0.0100770598695909,0,0.0223770005927683,1,1,2
115.0,114.86,116.05,114.37,12408380,2021-05-20,ALRS,-0.0014800626850078,0,0.1736026467003308,1,1,3
1762.0,1813.0,1824.6,1762.0,1945127,2021-05-20,CHMF,-0.0163265306122448,0,-0.0972972972972973,0,1,3
5855.0,5711.0,5863.5,5681.0,1350818,2021-05-20,LKOH,0.0156715111188934,1,0.1678340045526176,1,1,3
69.7,70.08,70.32,68.68,13036770,2021-05-20,AFLT,0.0111301369863012,1,-0.0025684931506848,0,1,3
5241.5,5161.0,5241.5,5141.5,335997,2021-05-20,MGNT,0.0270296454175547,1,0.0771168378221274,1,1,3
367.1,365.7,370.7,360.1,999930,2021-05-20,SIBN,0.0213289581624283,1,0.1640689089417555,1,1,3
227.45,231.6,233.35,223.85,144574730000,2021-05-20,VTBR,-0.0154360967184801,0,0.0462003454231434,1,1,3
172.45,170.99,173.4,170.55,5982980,2021-05-20,MOEX,-0.0118135563483244,0,0.0456167027311538,1,1,3
55.375,54.8,56.795,53.035,33151540,2021-05-20,RUAL,0.0318430656934307,1,-0.0016423357664232,0,1,3
271.6,271.56,272.18,269.02,175291,2021-05-20,GMKN,-0.0033878332596848,0,-0.0804978641920755,0,1,3
4424.0,4572.0,4581.0,4402.0,118281,2021-05-20,PHOR,-0.0045931758530183,0,0.0590551181102361,1,1,3
62.47,65.4,65.65,62.455,46071760,2021-05-20,MAGN,0.003058103975535,1,-0.0285168195718655,0,1,3
1584.5,1573.2,1587.9,1562.85,131297,2021-05-20,PLZL,-0.0021294177472668,0,-0.081489956775998,0,1,3
297.94,296.72,298.37,293.0,58510610,2021-05-20,SBER,0.0151995146939876,1,0.0578997034241033,1,1,3
529.5,517.35,529.85,514.3,6586410,2021-05-20,ROSN,0.0158500048323184,1,0.0379820237750072,1,1,3
4543.4,4645.0,4683.0,4481.0,236994,2021-05-20,T,0.0183423035522065,1,0.1711517761033369,1,1,3
337.0,334.0,338.4,333.15,3797940,2021-05-20,MTSS,-0.0008982035928144,0,0.0297904191616766,1,1,3
1395.0,1375.0,1397.8,1363.2,1102867,2021-05-20,NVTK,0.0207999999999999,1,0.1338181818181818,1,1,3
260.8,259.16,262.78,256.9,46561170,2021-05-20,GAZP,-0.0044759993826208,0,0.0514739929001388,1,1,3
70.32,70.86,71.36,69.94,14841660,2021-05-21,AFLT,0.0115721140276603,1,0.0076206604572397,1,1,4
1822.0,1783.4,1822.0,1770.2,1342365,2021-05-21,CHMF,0.0003364360210833,1,-0.0916227430750252,0,1,4
296.85,301.23,302.98,294.9,51415080,2021-05-21,SBER,-0.0017594529097368,0,0.0267901603425952,1,1,4
4575.0,4551.0,4655.0,4515.0,112216,2021-05-21,PHOR,0.0032959789057349,1,0.0646011865524061,1,1,4
4678.0,4730.2,4769.8,4654.4,189660,2021-05-21,T,0.0054543148281256,1,0.208574690287937,1,1,4
334.6,333.7,336.75,331.9,2567730,2021-05-21,MTSS,0.0014983518130056,1,0.0227749475576866,1,1,4
5719.0,5800.5,5852.0,5697.0,1123385,2021-05-21,LKOH,0.003016981294716,1,0.1469700887854494,1,1,4
55.6,56.545,57.0,55.32,21293260,2021-05-21,RUAL,-0.0196303828808913,0,-0.0536740649040587,0,1,4
367.1,373.5,375.0,366.1,832370,2021-05-21,SIBN,0.0120481927710842,1,0.1266398929049532,1,1,4
232.2,228.025,232.2,225.8,84414040000,2021-05-21,VTBR,-0.0041662098454117,0,0.0381537112158754,1,1,4
1573.2,1569.85,1589.65,1560.0,101963,2021-05-21,PLZL,0.0037901710354493,1,-0.075421218587763,0,1,4
65.45,65.6,66.29,64.935,44353340,2021-05-21,MAGN,-0.0057926829268292,0,-0.0354420731707316,0,1,4
260.04,258.0,260.7,257.12,29121200,2021-05-21,GAZP,0.0125581395348837,1,0.0467441860465116,1,1,4
271.34,270.64,272.36,269.4,179407,2021-05-21,GMKN,-0.0030298551581435,0,-0.0762636712976647,0,1,4
170.97,168.97,171.28,167.64,12097050,2021-05-21,MOEX,0.0042019293365687,1,0.0456885837722673,1,1,4
1380.0,1403.6,1411.8,1368.8,1309682,2021-05-21,NVTK,-0.00071245369051,0,0.1081504702194358,1,1,4
516.8,525.55,528.55,515.3,5374100,2021-05-21,ROSN,-0.0030444296451335,0,0.0293977737608219,1,1,4
5157.0,5300.5,5315.0,5157.0,591439,2021-05-21,MGNT,-0.003490236770116,0,0.0574474106216393,1,1,4
114.86,114.69,115.14,113.6,15993440,2021-05-21,ALRS,-0.0014822565175691,0,0.1456970965210569,1,1,4
5831.5,5818.0,5859.5,5774.0,572345,2021-05-24,LKOH,0.0163286352698521,1,0.1510828463389482,1,3,0
271.4,269.82,272.2,268.1,197803,2021-05-24,GMKN,-0.0093395597064709,0,-0.0596694092357867,0,3,0
229.05,227.075,230.375,225.725,52735090000,2021-05-24,VTBR,-0.0012110536166464,0,0.0627545964989539,1,3,0
1779.0,1784.0,1787.2,1765.6,666405,2021-05-24,CHMF,0.0028026905829596,1,-0.0958520179372197,0,3,0
169.28,169.68,169.96,168.8,5618270,2021-05-24,MOEX,0.0004125412541253,1,0.05021216407355,1,3,0
65.5,65.22,65.715,64.61,21213990,2021-05-24,MAGN,0.0014566084023306,1,-0.0230757436369211,0,3,0
1408.0,1402.6,1418.0,1394.0,711690,2021-05-24,NVTK,0.00156851561386,1,0.1190645943248254,1,3,0
71.36,71.68,72.4,71.12,19128100,2021-05-24,AFLT,-0.0047433035714286,0,-0.008091517857143,0,3,0
375.15,378.0,379.0,371.8,877580,2021-05-24,SIBN,-0.0014550264550264,0,0.1171957671957673,1,3,0
302.02,300.7,304.75,299.59,30831530,2021-05-24,SBER,0.0202859993348853,1,0.032258064516129,1,3,0
4551.0,4566.0,4618.0,4526.0,65362,2021-05-24,PHOR,0.0164257555847568,1,0.0795006570302234,1,3,0
526.8,523.95,531.4,519.3,3164330,2021-05-24,ROSN,0.000763431625155,1,0.0329229888348123,1,3,0
258.58,261.24,261.47,257.12,24679160,2021-05-24,GAZP,-0.0055504516919308,0,0.0435614760373601,1,3,0
334.1,334.2,336.0,333.25,1873810,2021-05-24,MTSS,0.0025433871932973,1,0.0252842609216037,1,3,0
1570.05,1575.8,1586.7,1565.85,67658,2021-05-24,PLZL,0.0058065744383806,1,-0.066918390658713,0,3,0
4738.0,4756.0,4779.8,4730.0,114163,2021-05-24,T,0.0111858704793943,1,0.2044995794785535,1,3,0
115.58,114.52,115.74,114.12,11727100,2021-05-24,ALRS,0.0059378274537198,1,0.1924554662940971,1,3,0
5317.0,5282.0,5345.0,5265.5,296683,2021-05-24,MGNT,0.0092767890950398,1,0.0696705793260128,1,3,0
56.0,55.435,56.25,55.21,9455480,2021-05-24,RUAL,-0.0145215116803463,0,-0.0374312257598989,0,3,0
1406.0,1404.8,1416.6,1395.0,796093,2021-05-25,NVTK,0.0116742596810934,1,0.1067767653758542,1,1,1
170.25,169.75,171.5,168.74,10657660,2021-05-25,MOEX,0.0011782032400589,1,0.0382916053019146,1,1,1
270.2,267.3,270.64,266.16,271163,2021-05-25,GMKN,0.0095772540216985,1,-0.0618032173587729,0,1,1
262.31,259.79,262.72,258.31,30710070,2021-05-25,GAZP,0.0127025674583316,1,0.0662458139266328,1,1,1
379.95,377.45,381.15,375.85,1286660,2021-05-25,SIBN,0.0135117234070738,1,0.1544575440455688,1,1,1
5280.0,5331.0,5348.0,5255.5,283909,2021-05-25,MGNT,0.0029075220408929,1,0.0515850684674545,1,1,1
65.24,65.315,65.58,64.905,11588000,2021-05-25,MAGN,-0.0117124703360637,0,-0.0368981091632856,0,1,1
334.3,335.05,337.2,333.45,3331360,2021-05-25,MTSS,0.0020892404118788,1,0.0214893299507534,1,1,1
71.84,71.34,72.2,70.6,10838080,2021-05-25,AFLT,-0.0086907765629381,0,0.0047659097280627,1,1,1
227.25,226.8,228.275,225.75,43748190000,2021-05-25,VTBR,0.0468474426807761,1,0.0631613756613755,1,1,1
114.52,115.2,115.52,114.42,12188070,2021-05-25,ALRS,-0.0092881944444445,0,0.2109375,1,1,1
55.5,54.63,55.69,54.49,6748480,2021-05-25,RUAL,0.0192202086765513,1,0.0132710964671425,1,1,1
5835.0,5913.0,5975.5,5823.0,1086511,2021-05-25,LKOH,0.017503805175038,1,0.1357179096905123,1,1,1
4742.0,4809.2,4820.0,4742.0,141906,2021-05-25,T,0.0600099808699992,1,0.2076852698993596,1,1,1
4589.0,4641.0,4652.0,4564.0,82098,2021-05-25,PHOR,-0.0140056022408963,0,0.0642102995044171,1,1,1
1780.2,1789.0,1800.0,1768.6,878796,2021-05-25,CHMF,-0.0193404136389043,0,-0.1039686975964225,0,1,1
301.77,306.8,307.4,301.57,37547680,2021-05-25,SBER,0.0006844850065188,1,0.0095501955671446,1,1,1
525.5,524.35,530.45,523.2,3537160,2021-05-25,ROSN,0.0028606846571945,1,0.0524458853819014,1,1,1
1572.9,1584.95,1585.2,1566.0,91897,2021-05-25,PLZL,0.0102526893592858,1,-0.0692135398593015,0,1,1
65.385,64.55,66.05,63.46,42957040,2021-05-26,MAGN,-0.016576297443842,0,-0.0159566227730441,0,1,2
335.6,335.75,336.55,335.05,2721880,2021-05-26,MTSS,-0.0008935219657483,0,0.0180193596425912,1,1,2
114.8,114.13,115.28,113.38,20932240,2021-05-26,ALRS,-0.007885744326645,0,0.1801454481731359,1,1,2
260.52,263.09,263.33,260.01,34679380,2021-05-26,GAZP,-0.000494127484891,0,0.054201984111901,1,1,2
307.84,307.01,309.5,305.33,35358520,2021-05-26,SBER,0.0185987427119638,1,0.0090550796390997,1,1,2
1410.2,1421.2,1424.0,1408.6,1018136,2021-05-26,NVTK,0.0315226569096538,1,0.0817618913594147,1,1,2
5923.0,6016.5,6019.5,5918.0,1173581,2021-05-26,LKOH,-0.0040721349621872,0,0.1024682124158564,1,1,2
377.45,382.55,382.55,377.45,1233320,2021-05-26,SIBN,-0.0083649196183505,0,0.138413279309894,1,1,2
4796.0,5097.8,5137.0,4795.0,359780,2021-05-26,T,0.0812507356114402,1,0.1552042057358076,1,1,2
1586.1,1601.2,1610.0,1584.1,187427,2021-05-26,PLZL,-0.0009367974019485,0,-0.0800649512865351,0,1,2
5330.5,5346.5,5410.0,5317.0,357294,2021-05-26,MGNT,0.0028990928644907,1,0.0416160104741418,1,1,2
267.8,269.86,269.98,266.6,222691,2021-05-26,GMKN,0.0002964500111168,1,-0.0611428147928555,0,1,2
170.1,169.95,170.16,168.73,6761830,2021-05-26,MOEX,-0.0104736687260958,0,0.031362165342748,1,1,2
71.52,70.72,71.84,69.88,14574260,2021-05-26,AFLT,0.005656108597285,1,-0.0019796380090497,0,1,2
227.975,237.42500000000004,238.85,227.57500000000005,170850510000,2021-05-26,VTBR,0.0254817310729702,1,0.0155838685900808,1,1,2
4654.0,4576.0,4695.0,4550.0,81271,2021-05-26,PHOR,-0.0163898601398601,0,0.0882867132867133,1,1,2
526.3,525.85,532.2,522.2,3751250,2021-05-26,ROSN,-0.0012360939431396,0,0.0848150613292764,1,1,2
54.63,55.68,55.75,54.36,8783810,2021-05-26,RUAL,0.0147270114942528,1,0.0123024425287356,1,1,2
1786.2,1754.4,1796.0,1731.4,2056264,2021-05-26,CHMF,0.0010259917920656,1,-0.0876652986776106,0,1,2
113.9,113.23,114.39,112.5,24986750,2021-05-27,ALRS,0.0110394771703612,1,0.1733639494833525,1,1,3
55.5,56.5,56.75,55.33,17917450,2021-05-27,RUAL,0.007433628318584,1,-0.0689380530973452,0,1,3
1609.8,1599.7,1621.2,1567.7,254210,2021-05-27,PLZL,-0.00350065637307,0,-0.0997687066324937,0,1,3
335.9,335.45,336.9,334.65,2389970,2021-05-27,MTSS,0.0016395886123119,1,0.011029959755552,1,1,3
523.0,525.2,525.2,519.8,4332820,2021-05-27,ROSN,-0.0035224676313785,0,0.0775894897182025,1,1,3
170.25,168.17,170.42,167.73,14823530,2021-05-27,MOEX,0.0008324909317953,1,0.0355592555152526,1,1,3
5330.5,5362.0,5385.0,5300.0,354722,2021-05-27,MGNT,0.008858634837747,1,-0.0079261469600895,0,1,3
1424.8,1466.0,1466.4,1410.2,2175880,2021-05-27,NVTK,-0.0068212824010913,0,0.0259208731241473,1,1,3
382.4,379.35,382.4,377.15,636820,2021-05-27,SIBN,-0.0007908264136022,0,0.1352313167259784,1,1,3
4576.0,4501.0,4577.0,4405.0,154075,2021-05-27,PHOR,0.0348811375249944,1,0.0826483003776938,1,1,3
237.1,243.475,245.95,234.1,189409920000,2021-05-27,VTBR,-0.0061607967963857,0,-0.0040045179176506,0,1,3
5108.4,5512.0,5669.8,5084.4,1161638,2021-05-27,T,-0.0038098693759071,0,0.113098693759071,1,1,3
1757.4,1756.2,1778.6,1734.4,2545395,2021-05-27,CHMF,0.0011388224575787,1,-0.0994192005466348,0,1,3
70.72,71.12,71.72,70.0,21616910,2021-05-27,AFLT,-0.016591676040495,0,-0.0278402699662543,0,1,3
261.98,262.96,263.75,261.22,57622500,2021-05-27,GAZP,-0.003650745360511,0,0.0551794949802253,1,1,3
64.15,63.48,64.35,63.0,24515490,2021-05-27,MAGN,-0.0070100819155639,0,-0.0365469439193446,0,1,3
6000.0,5992.0,6012.0,5915.0,1612395,2021-05-27,LKOH,-0.0061748998664886,0,0.1223297730307075,1,1,3
306.39,312.72,313.9,305.72,70753690,2021-05-27,SBER,-0.0101048861601433,0,-0.0086978766948069,0,1,3
269.86,269.94,270.32,266.72,375453,2021-05-27,GMKN,0.005186337704675,1,-0.0976513299251684,0,1,3
1603.65,1594.1,1612.9,1578.05,165519,2021-05-28,PLZL,-0.0056771846182799,0,-0.1010601593375571,0,1,4
380.1,379.05,384.0,375.0,1188800,2021-05-28,SIBN,0.0113441498483048,1,0.1345468935496636,1,1,4
1468.0,1456.0,1472.0,1445.2,1266524,2021-05-28,NVTK,-0.0057692307692308,0,0.0659340659340659,1,1,4
5378.0,5409.5,5433.0,5361.5,336189,2021-05-28,MGNT,0.009427858397264,1,-0.0157130973287734,0,1,4
63.58,63.035,63.6,62.46,23500900,2021-05-28,MAGN,0.0021416673276752,1,-0.049099706512255,0,1,4
168.0,168.31,168.99,167.1,5587520,2021-05-28,MOEX,0.0049313766264629,1,0.0246568831323155,1,1,4
270.64,271.34,272.98,268.66,355211,2021-05-28,GMKN,-0.0269035158841304,0,-0.0884499152354978,0,1,4
523.15,523.35,525.6,521.0,2880880,2021-05-28,ROSN,0.0153816757428106,1,0.0790102226043756,1,1,4
56.4,56.92,57.2,56.4,13291040,2021-05-28,RUAL,0.0133520730850316,1,-0.1093640196767392,0,1,4
244.45,241.975,245.45,239.15,54170000000,2021-05-28,VTBR,0.0073354685401385,1,0.0049591899989669,1,1,4
71.2,69.94,71.3,69.38,18811710,2021-05-28,AFLT,0.0017157563625964,1,0.0005719187875321,1,1,4
263.79,262.0,265.93,261.35,35300830,2021-05-28,GAZP,-0.0037022900763359,0,0.0579770992366412,1,1,4
1750.0,1758.2,1775.0,1739.0,2281710,2021-05-28,CHMF,-0.0410647252872256,0,-0.1092025935615971,0,1,4
113.42,114.48,114.69,113.31,9767610,2021-05-28,ALRS,0.0237596086652689,1,0.1577568134171907,1,1,4
6012.0,5955.0,6030.0,5936.0,734305,2021-05-28,LKOH,0.0063811922753989,1,0.1435768261964736,1,1,4
5540.0,5491.0,5574.0,5422.2,523518,2021-05-28,T,0.003933709706793,1,0.1153523948279,1,1,4
335.95,336.0,336.9,334.9,2504180,2021-05-28,MTSS,0.0081845238095237,1,0.0175595238095236,1,1,4
313.3,309.56,314.0,309.06,35484140,2021-05-28,SBER,0.0039733815738467,1,0.0072683809277684,1,1,4
4501.0,4658.0,4665.0,4501.0,96086,2021-05-28,PHOR,0.0021468441391154,1,0.034778875053671,1,1,4
5419.5,5460.5,5474.5,5419.5,243371,2021-05-31,MGNT,0.0016482007142202,1,-0.0289350792052009,0,3,0
168.5,169.14,169.82,167.9,6395560,2021-05-31,MOEX,0.0068582239564858,1,0.0271372827243703,1,3,0
1456.0,1447.6,1464.8,1446.0,372844,2021-05-31,NVTK,0.0299806576402321,1,0.0674219397623654,1,3,0
5539.8,5512.6,5672.2,5439.2,161762,2021-05-31,T,-0.0073286652396329,0,0.1201248049921996,1,3,0
62.545,63.17,63.2,61.82,21848710,2021-05-31,MAGN,0.01329745132183,1,-0.0470951400981478,0,3,0
242.00000000000003,243.75,244.85,242.00000000000003,38982240000,2021-05-31,VTBR,0.0164102564102563,1,0.0176410256410257,1,3,0
114.32,117.2,117.79,114.32,21721120,2021-05-31,ALRS,0.0149317406143345,1,0.1367747440273037,1,3,0
4693.0,4668.0,4750.0,4639.0,100367,2021-05-31,PHOR,0.0053556126820908,1,0.0304198800342758,1,3,0
1680.0,1686.0,1696.8,1652.0,2235220,2021-05-31,CHMF,0.0054567022538554,1,-0.0679715302491102,0,3,0
1599.0,1585.05,1601.95,1573.75,96325,2021-05-31,PLZL,0.0156777388725908,1,-0.0943503359515472,0,3,0
336.0,338.75,339.35,335.7,2797570,2021-05-31,MTSS,-0.0008856088560885,0,0.0095940959409595,1,3,0
262.58,264.04,266.0,262.2,257224,2021-05-31,GMKN,0.0131040751401301,1,-0.0551431601272535,0,3,0
261.0,261.03,261.6,259.3,21501820,2021-05-31,GAZP,0.0108416657089225,1,0.0611423974255833,1,3,0
69.92,70.06,70.34,69.82,7704600,2021-05-31,AFLT,0.0142734798743933,1,-0.0105623751070512,0,3,0
56.69,57.68,57.97,56.5,12281250,2021-05-31,RUAL,-0.0021671289875173,0,-0.1506588072122052,0,3,0
525.9,531.4,531.65,524.0,2578580,2021-05-31,ROSN,0.0237109522017313,1,0.0444109898381634,1,3,0
5957.0,5993.0,6010.5,5951.0,393169,2021-05-31,LKOH,0.0362089103954614,1,0.1278157850825962,1,3,0
309.3,310.79,312.6,308.82,23683010,2021-05-31,SBER,0.002606261462724,1,-0.0042150648347758,0,3,0
381.95,383.35,383.85,379.0,551170,2021-05-31,SIBN,0.0253032476848833,1,0.1216903612886395,1,3,0
1455.0,1491.0,1501.2,1449.4,1891908,2021-06-01,NVTK,0.0414486921529175,1,0.0249496981891348,1,1,1
1594.95,1609.9,1616.0,1591.0,167525,2021-06-01,PLZL,0.0002795204671095,1,-0.1324927014100255,0,1,1
169.45,170.3,170.8,168.45,10940860,2021-06-01,MOEX,0.0049324721080443,1,0.0030534351145037,1,1,1
265.2,267.5,268.46,264.56,198936,2021-06-01,GMKN,0.0072523364485981,1,-0.0765607476635513,0,1,1
261.97,263.86,264.76,261.58,32763300,2021-06-01,GAZP,0.0276282877283406,1,0.0490411581899492,1,1,1
1686.0,1695.2,1697.6,1675.8,1345374,2021-06-01,CHMF,-0.0080226521944314,0,-0.0911986786219916,0,1,1
117.16,118.95,119.55,117.1,16632580,2021-06-01,ALRS,0.0168137873055906,1,0.1271963009667929,1,1,1
384.0,393.05,393.95,383.65,1470890,2021-06-01,SIBN,0.0174278081668997,1,0.0806513166263833,1,1,1
535.2,544.0,547.65,533.85,9957480,2021-06-01,ROSN,0.0147058823529411,1,0.0166360294117646,1,1,1
6021.0,6210.0,6223.0,6017.0,2081713,2021-06-01,LKOH,0.0351046698872785,1,0.076489533011272,1,1,1
4700.0,4693.0,4722.0,4652.0,72401,2021-06-01,PHOR,0.0063924994672917,1,0.0051139995738334,1,1,1
57.31,57.555,58.42,57.31,13061380,2021-06-01,RUAL,0.0059942663539223,1,-0.1638432803405438,0,1,1
5549.8,5472.2,5605.4,5432.4,335803,2021-06-01,T,-0.0287270202112495,0,0.1348269434596689,1,1,1
70.1,71.06,71.36,70.08,16562770,2021-06-01,AFLT,0.0025330706445256,1,-0.0422178440754291,0,1,1
5480.0,5469.5,5524.5,5442.0,403328,2021-06-01,MGNT,0.0003656641374896,1,-0.0266020660023768,0,1,1
244.5,247.75,250.25,243.75,100717070000,2021-06-01,VTBR,0.0074672048435922,1,-0.0179616548940463,0,1,1
339.0,338.45,340.0,336.65,3484960,2021-06-01,MTSS,0.0023637169448957,1,0.0094548677795833,1,1,1
63.29,64.01,64.1,62.765,27461580,2021-06-01,MAGN,0.0267145758475237,1,-0.0799875019528199,0,1,1
312.6,311.6,314.17,310.03,37655890,2021-06-01,SBER,0.0076379974326059,1,-0.0176508344030809,0,1,1
338.45,339.25,339.6,338.05,2657200,2021-06-02,MTSS,-0.0010316875460575,0,0.0060427413411938,1,1,2
170.4,171.14,172.2,169.25,10891250,2021-06-02,MOEX,-0.0035643332943787,0,-0.000525885240154,0,1,2
5491.0,5471.5,5500.0,5432.0,258096,2021-06-02,MGNT,-0.0022845654756464,0,-0.0311614730878186,0,1,2
248.0,249.6,249.725,244.3,59829540000,2021-06-02,VTBR,-0.0107171474358972,0,-0.028946314102564,0,1,2
545.95,552.0,552.45,541.6,8904690,2021-06-02,ROSN,0.0134963768115943,1,0.0347826086956521,1,1,2
1609.9,1610.35,1615.5,1586.4,146652,2021-06-02,PLZL,-0.006427174216785,0,-0.1156580867513273,0,1,2
393.05,399.9,402.45,392.9,2295410,2021-06-02,SIBN,0.0168792198049512,1,0.0852713178294575,1,1,2
58.15,57.9,58.24,57.405,9742590,2021-06-02,RUAL,-0.0169257340241795,0,-0.1434369602763385,0,1,2
4698.0,4723.0,4724.0,4670.0,76880,2021-06-02,PHOR,-0.0012703789964005,0,0.0129155197967394,1,1,2
5436.0,5315.0,5505.0,5123.0,708304,2021-06-02,T,-0.02483537158984,0,0.2080903104421447,1,1,2
264.05,271.15,271.36,263.55,53358040,2021-06-02,GAZP,0.0035035957956852,1,0.0392771528674167,1,1,2
267.0,269.44,269.48,266.46,185952,2021-06-02,GMKN,-0.0116538004750593,0,-0.079127078384798,0,1,2
1493.4,1552.8,1553.8,1487.2,1986442,2021-06-02,NVTK,-0.0011591962905718,0,0.035548686244204,1,1,2
6222.0,6428.0,6430.0,6215.0,2239304,2021-06-02,LKOH,0.0072339763534536,1,0.0520379589296826,1,1,2
1700.8,1681.6,1705.0,1662.6,1646412,2021-06-02,CHMF,-0.0107040913415794,0,-0.0619647954329208,0,1,2
71.1,71.24,71.32,70.42,11290390,2021-06-02,AFLT,0.0036496350364965,1,-0.0370578326782706,0,1,2
118.7,120.95,121.14,117.87,26705240,2021-06-02,ALRS,-0.0090119884249689,0,0.1057461761058289,1,1,2
311.6,313.98,314.0,310.61,27008780,2021-06-02,SBER,-0.0050003184916236,0,-0.0239824192623735,0,1,2
64.14,65.72,65.73,64.01,36326100,2021-06-02,MAGN,-0.011259890444309,0,-0.0781345100426049,0,1,2
269.72,266.3,270.3,264.38,249236,2021-06-03,GMKN,-0.0086368757040932,0,-0.0757791963950431,0,1,3
171.5,170.53,171.77,169.53,10769250,2021-06-03,MOEX,0.013311440802205,1,0.0045153345452413,1,1,3
6460.0,6474.5,6499.0,6327.0,1956653,2021-06-03,LKOH,0.0056375009653255,1,0.0827090895049811,1,1,3
121.02,119.86,121.5,118.84,17285420,2021-06-03,ALRS,0.007258468212915,1,0.0533121975638244,1,1,3
555.45,559.45,561.9,540.1,15173770,2021-06-03,ROSN,-0.0053624095093395,0,0.0393243364018232,1,1,3
340.0,338.9,341.7,337.5,4413880,2021-06-03,MTSS,0.0050162289760993,1,0.0131307170256713,1,1,3
1683.2,1663.6,1692.6,1654.4,1540028,2021-06-03,CHMF,-0.010218802596778,0,-0.0562635248857897,0,1,3
1608.0,1600.0,1610.35,1585.0,258870,2021-06-03,PLZL,-0.0260624999999999,0,-0.1169999999999999,0,1,3
250.475,246.92500000000004,251.475,244.575,60119670000,2021-06-03,VTBR,-0.015591778880227,0,-0.0095170598359828,0,1,3
402.0,406.65,407.05,396.2,1612490,2021-06-03,SIBN,0.0138940120496742,1,0.0891429976638387,1,1,3
57.85,56.92,58.085,56.8,9752900,2021-06-03,RUAL,0.0082572030920589,1,-0.1301827125790583,0,1,3
